alg;func;bit;time
ethash;Proof of Work;256;0.04237675666809082
ethash;Hash value computing;256;5.4836273193359375e-05
ethash;Mining one block;256;0.052115678787231445
ethash;Proof of Work;256;0.04246854782104492
ethash;Hash value computing;256;2.47955322265625e-05
ethash;Mining one block;256;0.049128055572509766
ethash;Proof of Work;256;0.08882331848144531
ethash;Hash value computing;256;3.24249267578125e-05
ethash;Mining one block;256;0.09439492225646973
ethash;Proof of Work;256;0.17566204071044922
ethash;Hash value computing;256;3.0994415283203125e-05
ethash;Mining one block;256;0.182478666305542
ethash;Proof of Work;256;0.3270246982574463
ethash;Hash value computing;256;2.6226043701171875e-05
ethash;Mining one block;256;0.3327901363372803
ethash;Proof of Work;256;0.6857073307037354
ethash;Hash value computing;256;2.9087066650390625e-05
ethash;Mining one block;256;0.6915533542633057
ethash;Proof of Work;256;1.1678478717803955
ethash;Hash value computing;256;2.6702880859375e-05
ethash;Mining one block;256;1.1732203960418701
ethash;Proof of Work;256;1.8455369472503662
ethash;Hash value computing;256;3.457069396972656e-05
ethash;Mining one block;256;1.8513178825378418
gost;Key pair generation;256;0.04132652282714844
gost;Key pair generation;256;0.038620710372924805
gost;Signing message;256;0.08710122108459473
gost;Verifying signature;256;0.1557145118713379
ethash;Proof of Work;256;3.2601122856140137
ethash;Hash value computing;256;4.458427429199219e-05
ethash;Mining one block;256;3.2661590576171875
x11;Hash value computing;512;0.0008115768432617188
x11;Proof of Work;512;0.04190969467163086
x11;Hash value computing;512;0.00010776519775390625
x11;Mining one block;512;0.05188584327697754
x11;Proof of Work;512;0.04111123085021973
x11;Hash value computing;512;6.914138793945312e-05
x11;Mining one block;512;0.04628491401672363
x11;Proof of Work;512;0.08224844932556152
x11;Hash value computing;512;6.270408630371094e-05
x11;Mining one block;512;0.0874178409576416
x11;Proof of Work;512;0.1706700325012207
x11;Hash value computing;512;5.650520324707031e-05
x11;Mining one block;512;0.17581796646118164
x11;Proof of Work;512;0.331815242767334
x11;Hash value computing;512;6.890296936035156e-05
x11;Mining one block;512;0.3375587463378906
x11;Proof of Work;512;0.6766226291656494
x11;Hash value computing;512;7.462501525878906e-05
x11;Mining one block;512;0.6821203231811523
x11;Proof of Work;512;1.1742956638336182
x11;Hash value computing;512;9.179115295410156e-05
x11;Mining one block;512;1.1797866821289062
ecdsa;Key pair generation;256;0.07064318656921387
ecdsa;Key pair generation;256;0.07301759719848633
ecdsa;Signing message;256;0.09989190101623535
ecdsa;Verifying signature;256;0.07013607025146484
x11;Proof of Work;512;1.8506057262420654
x11;Hash value computing;512;8.058547973632812e-05
x11;Mining one block;512;1.8565149307250977
x11;Proof of Work;512;3.180328130722046
x11;Hash value computing;512;6.961822509765625e-05
x11;Mining one block;512;3.186091661453247
x11;Proof of Work;512;5.888659477233887
x11;Hash value computing;512;9.489059448242188e-05
x11;Mining one block;512;5.894432067871094
x11;Hash value computing;512;7.534027099609375e-05
x11;Proof of Work;512;0.04130840301513672
x11;Hash value computing;512;0.0001010894775390625
x11;Mining one block;512;0.05111837387084961
x11;Proof of Work;512;0.041681766510009766
x11;Hash value computing;512;6.961822509765625e-05
x11;Mining one block;512;0.04692816734313965
x11;Proof of Work;512;0.0840907096862793
x11;Hash value computing;512;6.890296936035156e-05
x11;Mining one block;512;0.08963823318481445
x11;Proof of Work;512;0.1738123893737793
x11;Hash value computing;512;6.532669067382812e-05
x11;Mining one block;512;0.17952275276184082
x11;Proof of Work;512;0.3431410789489746
x11;Hash value computing;512;6.556510925292969e-05
x11;Mining one block;512;0.3487508296966553
x11;Proof of Work;512;0.6864137649536133
x11;Hash value computing;512;6.842613220214844e-05
x11;Mining one block;512;0.6928308010101318
gost;Key pair generation;256;0.04407644271850586
gost;Key pair generation;256;0.04666423797607422
gost;Signing message;256;0.0864415168762207
gost;Verifying signature;256;0.15271234512329102
x11;Proof of Work;512;1.206491470336914
x11;Hash value computing;512;8.487701416015625e-05
x11;Mining one block;512;1.2121694087982178
x11;Proof of Work;512;1.8851313591003418
x11;Hash value computing;512;5.91278076171875e-05
x11;Mining one block;512;1.8906886577606201
x11;Proof of Work;512;3.210496187210083
x11;Hash value computing;512;6.341934204101562e-05
x11;Mining one block;512;3.216150999069214
x17;Hash value computing;512;0.00013208389282226562
x17;Proof of Work;512;0.041751861572265625
x17;Hash value computing;512;0.0001583099365234375
x17;Mining one block;512;0.05167746543884277
x17;Proof of Work;512;0.04281425476074219
x17;Hash value computing;512;0.00010538101196289062
x17;Mining one block;512;0.048201560974121094
x17;Proof of Work;512;0.09114408493041992
x17;Hash value computing;512;0.000118255615234375
x17;Mining one block;512;0.09688329696655273
x17;Proof of Work;512;0.18386340141296387
x17;Hash value computing;512;0.00010848045349121094
x17;Mining one block;512;0.18971681594848633
x17;Proof of Work;512;0.37845730781555176
x17;Hash value computing;512;0.0001087188720703125
x17;Mining one block;512;0.3845992088317871
x17;Proof of Work;512;0.7543377876281738
x17;Hash value computing;512;0.00015020370483398438
x17;Mining one block;512;0.7603845596313477
ecdsa;Key pair generation;256;0.07338666915893555
ecdsa;Key pair generation;256;0.07508015632629395
ecdsa;Signing message;256;0.10048913955688477
ecdsa;Verifying signature;256;0.08148050308227539
x17;Proof of Work;512;1.2488644123077393
x17;Hash value computing;512;0.0001163482666015625
x17;Mining one block;512;1.259960651397705
x17;Proof of Work;512;1.9087345600128174
x17;Hash value computing;512;0.00014257431030273438
x17;Mining one block;512;1.9151616096496582
x17;Proof of Work;512;3.306103229522705
x17;Hash value computing;512;0.0001380443572998047
x17;Mining one block;512;3.3122222423553467
x17;Hash value computing;512;0.00012350082397460938
x17;Proof of Work;512;0.04220771789550781
x17;Hash value computing;512;0.00017571449279785156
x17;Mining one block;512;0.05215954780578613
x17;Proof of Work;512;0.04573345184326172
x17;Hash value computing;512;8.916854858398438e-05
x17;Mining one block;512;0.051468849182128906
x17;Proof of Work;512;0.08236956596374512
x17;Hash value computing;512;0.00010085105895996094
x17;Mining one block;512;0.08787846565246582
x17;Proof of Work;512;0.16808724403381348
x17;Hash value computing;512;0.00013136863708496094
x17;Mining one block;512;0.17481422424316406
x17;Proof of Work;512;0.3448333740234375
x17;Hash value computing;512;0.000102996826171875
x17;Mining one block;512;0.3505392074584961
x17;Proof of Work;512;0.6887569427490234
x17;Hash value computing;512;0.000156402587890625
x17;Mining one block;512;0.6945497989654541
x17;Proof of Work;512;1.1925041675567627
x17;Hash value computing;512;0.00013184547424316406
x17;Mining one block;512;1.1987709999084473
x17;Proof of Work;512;1.8821821212768555
x17;Hash value computing;512;0.00010323524475097656
x17;Mining one block;512;1.8878633975982666
gost;Key pair generation;256;0.04461479187011719
gost;Key pair generation;256;0.03990936279296875
gost;Signing message;256;0.09267449378967285
gost;Verifying signature;256;0.16010308265686035
x17;Proof of Work;512;3.404407262802124
x17;Hash value computing;512;0.0001010894775390625
x17;Mining one block;512;3.4102706909179688
x17;Proof of Work;512;6.315479516983032
x17;Hash value computing;512;8.988380432128906e-05
x17;Mining one block;512;6.321529388427734
myr-groestl_hash;Hash value computing;512;2.3603439331054688e-05
myr-groestl_hash;Proof of Work;512;0.0412905216217041
myr-groestl_hash;Hash value computing;512;4.506111145019531e-05
myr-groestl_hash;Mining one block;512;0.051029205322265625
myr-groestl_hash;Proof of Work;512;0.04041314125061035
myr-groestl_hash;Hash value computing;512;3.0040740966796875e-05
myr-groestl_hash;Mining one block;512;0.04571723937988281
myr-groestl_hash;Proof of Work;512;0.09033536911010742
myr-groestl_hash;Hash value computing;512;2.7179718017578125e-05
myr-groestl_hash;Mining one block;512;0.09588336944580078
myr-groestl_hash;Proof of Work;512;0.17103052139282227
myr-groestl_hash;Hash value computing;512;3.0517578125e-05
myr-groestl_hash;Mining one block;512;0.17750191688537598
myr-groestl_hash;Proof of Work;512;0.3341367244720459
myr-groestl_hash;Hash value computing;512;2.6702880859375e-05
myr-groestl_hash;Mining one block;512;0.34000253677368164
myr-groestl_hash;Proof of Work;512;0.6784539222717285
myr-groestl_hash;Hash value computing;512;2.6464462280273438e-05
myr-groestl_hash;Mining one block;512;0.6841440200805664
ecdsa;Key pair generation;256;0.07285237312316895
ecdsa;Key pair generation;256;0.07731771469116211
ecdsa;Signing message;256;0.0991513729095459
ecdsa;Verifying signature;256;0.07080268859863281
myr-groestl_hash;Proof of Work;512;1.198042631149292
myr-groestl_hash;Hash value computing;512;3.0517578125e-05
myr-groestl_hash;Mining one block;512;1.2041032314300537
myr-groestl_hash;Proof of Work;512;1.9977970123291016
myr-groestl_hash;Hash value computing;512;2.6702880859375e-05
myr-groestl_hash;Mining one block;512;2.0038599967956543
myr-groestl_hash;Proof of Work;512;3.4993557929992676
myr-groestl_hash;Hash value computing;512;2.765655517578125e-05
myr-groestl_hash;Mining one block;512;3.509913444519043
myr-groestl_hash;Hash value computing;512;2.3603439331054688e-05
myr-groestl_hash;Proof of Work;512;0.04601335525512695
myr-groestl_hash;Hash value computing;512;4.3392181396484375e-05
myr-groestl_hash;Mining one block;512;0.05654788017272949
myr-groestl_hash;Proof of Work;512;0.041588783264160156
myr-groestl_hash;Hash value computing;512;2.574920654296875e-05
myr-groestl_hash;Mining one block;512;0.04705691337585449
myr-groestl_hash;Proof of Work;512;0.08492207527160645
myr-groestl_hash;Hash value computing;512;4.124641418457031e-05
myr-groestl_hash;Mining one block;512;0.09214901924133301
myr-groestl_hash;Proof of Work;512;0.1732776165008545
myr-groestl_hash;Hash value computing;512;3.7670135498046875e-05
myr-groestl_hash;Mining one block;512;0.17966914176940918
myr-groestl_hash;Proof of Work;512;0.3482084274291992
myr-groestl_hash;Hash value computing;512;3.457069396972656e-05
myr-groestl_hash;Mining one block;512;0.35415124893188477
myr-groestl_hash;Proof of Work;512;0.7085041999816895
myr-groestl_hash;Hash value computing;512;2.9087066650390625e-05
myr-groestl_hash;Mining one block;512;0.7152440547943115
myr-groestl_hash;Proof of Work;512;1.2273228168487549
myr-groestl_hash;Hash value computing;512;2.6702880859375e-05
myr-groestl_hash;Mining one block;512;1.233034610748291
myr-groestl_hash;Proof of Work;512;1.9671297073364258
myr-groestl_hash;Hash value computing;512;4.363059997558594e-05
myr-groestl_hash;Mining one block;512;1.9737019538879395
myr-groestl_hash;Hash value computing;512;2.384185791015625e-05
myr-groestl_hash;Proof of Work;512;0.04246258735656738
myr-groestl_hash;Hash value computing;512;4.601478576660156e-05
myr-groestl_hash;Mining one block;512;0.052547454833984375
myr-groestl_hash;Proof of Work;512;0.042772769927978516
myr-groestl_hash;Hash value computing;512;2.7418136596679688e-05
myr-groestl_hash;Mining one block;512;0.04825258255004883
myr-groestl_hash;Proof of Work;512;0.0890359878540039
myr-groestl_hash;Hash value computing;512;3.123283386230469e-05
myr-groestl_hash;Mining one block;512;0.09461808204650879
myr-groestl_hash;Proof of Work;512;0.181260347366333
myr-groestl_hash;Hash value computing;512;2.8371810913085938e-05
myr-groestl_hash;Mining one block;512;0.18711185455322266
myr-groestl_hash;Proof of Work;512;0.369126558303833
myr-groestl_hash;Hash value computing;512;3.0994415283203125e-05
myr-groestl_hash;Mining one block;512;0.3747565746307373
myr-groestl_hash;Proof of Work;512;0.7485220432281494
myr-groestl_hash;Hash value computing;512;2.9325485229492188e-05
myr-groestl_hash;Mining one block;512;0.7592425346374512
myr-groestl_hash;Proof of Work;512;1.196735143661499
myr-groestl_hash;Hash value computing;512;3.647804260253906e-05
myr-groestl_hash;Mining one block;512;1.2027268409729004
gost;Key pair generation;256;0.04045605659484863
gost;Key pair generation;256;0.04519081115722656
gost;Signing message;256;0.09084725379943848
gost;Verifying signature;256;0.15413331985473633
myr-groestl_hash;Proof of Work;512;1.9295527935028076
myr-groestl_hash;Hash value computing;512;4.076957702636719e-05
myr-groestl_hash;Mining one block;512;1.9356536865234375
myr-groestl_hash;Proof of Work;512;3.3232779502868652
myr-groestl_hash;Hash value computing;512;3.600120544433594e-05
myr-groestl_hash;Mining one block;512;3.329472303390503
myr-groestl_hash;Proof of Work;512;6.146596193313599
myr-groestl_hash;Hash value computing;512;3.6716461181640625e-05
myr-groestl_hash;Mining one block;512;6.152873992919922
lyra2re2_hash;Hash value computing;512;5.3882598876953125e-05
lyra2re2_hash;Proof of Work;512;0.04054689407348633
lyra2re2_hash;Hash value computing;512;6.604194641113281e-05
lyra2re2_hash;Mining one block;512;0.05054497718811035
lyra2re2_hash;Proof of Work;512;0.04253554344177246
lyra2re2_hash;Hash value computing;512;4.00543212890625e-05
lyra2re2_hash;Mining one block;512;0.04811692237854004
lyra2re2_hash;Proof of Work;512;0.0795743465423584
lyra2re2_hash;Hash value computing;512;3.838539123535156e-05
lyra2re2_hash;Mining one block;512;0.08482742309570312
lyra2re2_hash;Proof of Work;512;0.1628108024597168
lyra2re2_hash;Hash value computing;512;4.029273986816406e-05
lyra2re2_hash;Mining one block;512;0.16824078559875488
lyra2re2_hash;Proof of Work;512;0.33609652519226074
lyra2re2_hash;Hash value computing;512;4.2438507080078125e-05
lyra2re2_hash;Mining one block;512;0.34203195571899414
lyra2re2_hash;Proof of Work;512;0.657484769821167
lyra2re2_hash;Hash value computing;512;4.100799560546875e-05
lyra2re2_hash;Mining one block;512;0.6630699634552002
lyra2re2_hash;Proof of Work;512;1.171159267425537
lyra2re2_hash;Hash value computing;512;4.267692565917969e-05
lyra2re2_hash;Mining one block;512;1.18271803855896
ecdsa;Key pair generation;256;0.07109189033508301
ecdsa;Key pair generation;256;0.07115006446838379
ecdsa;Signing message;256;0.09773755073547363
ecdsa;Verifying signature;256;0.07478618621826172
lyra2re2_hash;Proof of Work;512;1.907456398010254
lyra2re2_hash;Hash value computing;512;6.341934204101562e-05
lyra2re2_hash;Mining one block;512;1.9136123657226562
lyra2re2_hash;Proof of Work;512;3.3119921684265137
lyra2re2_hash;Hash value computing;512;4.315376281738281e-05
lyra2re2_hash;Mining one block;512;3.317519187927246
lyra2re2_hash;Hash value computing;512;3.8623809814453125e-05
lyra2re2_hash;Proof of Work;512;0.04054975509643555
lyra2re2_hash;Hash value computing;512;6.651878356933594e-05
lyra2re2_hash;Mining one block;512;0.05045270919799805
lyra2re2_hash;Proof of Work;512;0.04311084747314453
lyra2re2_hash;Hash value computing;512;4.00543212890625e-05
lyra2re2_hash;Mining one block;512;0.049952030181884766
lyra2re2_hash;Proof of Work;512;0.08424186706542969
lyra2re2_hash;Hash value computing;512;5.936622619628906e-05
lyra2re2_hash;Mining one block;512;0.08979034423828125
lyra2re2_hash;Proof of Work;512;0.16963887214660645
lyra2re2_hash;Hash value computing;512;0.00011730194091796875
lyra2re2_hash;Mining one block;512;0.17621660232543945
lyra2re2_hash;Proof of Work;512;0.3456103801727295
lyra2re2_hash;Hash value computing;512;6.556510925292969e-05
lyra2re2_hash;Mining one block;512;0.3511388301849365
lyra2re2_hash;Proof of Work;512;0.6943783760070801
lyra2re2_hash;Hash value computing;512;5.173683166503906e-05
lyra2re2_hash;Mining one block;512;0.7004485130310059
lyra2re2_hash;Proof of Work;512;1.1939945220947266
lyra2re2_hash;Hash value computing;512;5.316734313964844e-05
lyra2re2_hash;Mining one block;512;1.2001056671142578
lyra2re2_hash;Proof of Work;512;1.896529197692871
lyra2re2_hash;Hash value computing;512;3.814697265625e-05
lyra2re2_hash;Mining one block;512;1.9021365642547607
gost;Key pair generation;256;0.04756665229797363
gost;Key pair generation;256;0.04207491874694824
gost;Signing message;256;0.09215593338012695
gost;Verifying signature;256;0.16241240501403809
lyra2re2_hash;Proof of Work;512;3.4946823120117188
lyra2re2_hash;Hash value computing;512;4.601478576660156e-05
lyra2re2_hash;Mining one block;512;3.5007412433624268
lyra2re2_hash;Proof of Work;512;6.479434490203857
lyra2re2_hash;Hash value computing;512;5.412101745605469e-05
lyra2re2_hash;Mining one block;512;6.486394643783569
blake2s;Hash value computing;256;0.001280069351196289
blake2s;Proof of Work;256;0.04157614707946777
blake2s;Hash value computing;256;0.00014138221740722656
blake2s;Mining one block;256;0.051549673080444336
blake2s;Proof of Work;256;0.04231405258178711
blake2s;Hash value computing;256;7.581710815429688e-05
blake2s;Mining one block;256;0.04799485206604004
blake2s;Proof of Work;256;0.08257365226745605
blake2s;Hash value computing;256;7.891654968261719e-05
blake2s;Mining one block;256;0.08835196495056152
blake2s;Proof of Work;256;0.16741561889648438
blake2s;Hash value computing;256;7.462501525878906e-05
blake2s;Mining one block;256;0.17287588119506836
blake2s;Proof of Work;256;0.3377685546875
blake2s;Hash value computing;256;7.128715515136719e-05
blake2s;Mining one block;256;0.3436264991760254
blake2s;Proof of Work;256;0.7345213890075684
blake2s;Hash value computing;256;7.987022399902344e-05
blake2s;Mining one block;256;0.7404046058654785
blake2s;Proof of Work;256;1.2348740100860596
blake2s;Hash value computing;256;7.963180541992188e-05
blake2s;Mining one block;256;1.2404839992523193
ecdsa;Key pair generation;256;0.07433247566223145
ecdsa;Key pair generation;256;0.07330322265625
ecdsa;Signing message;256;0.10104727745056152
ecdsa;Verifying signature;256;0.07485818862915039
blake2s;Proof of Work;256;1.9933993816375732
blake2s;Hash value computing;256;9.107589721679688e-05
blake2s;Mining one block;256;2.000394344329834
blake2s;Proof of Work;256;3.4422686100006104
blake2s;Hash value computing;256;7.486343383789062e-05
blake2s;Mining one block;256;3.4480702877044678
blake2s;Hash value computing;256;0.0013589859008789062
blake2s;Proof of Work;256;0.04378795623779297
blake2s;Hash value computing;256;0.00015473365783691406
blake2s;Mining one block;256;0.05362892150878906
blake2s;Proof of Work;256;0.04447793960571289
blake2s;Hash value computing;256;7.510185241699219e-05
blake2s;Mining one block;256;0.05012702941894531
blake2s;Proof of Work;256;0.08712410926818848
blake2s;Hash value computing;256;7.891654968261719e-05
blake2s;Mining one block;256;0.09288597106933594
blake2s;Proof of Work;256;0.17643117904663086
blake2s;Hash value computing;256;9.608268737792969e-05
blake2s;Mining one block;256;0.18209481239318848
blake2s;Proof of Work;256;0.3519172668457031
blake2s;Hash value computing;256;7.414817810058594e-05
blake2s;Mining one block;256;0.35780787467956543
blake2s;Proof of Work;256;0.721787691116333
blake2s;Hash value computing;256;7.414817810058594e-05
blake2s;Mining one block;256;0.7273459434509277
gost;Key pair generation;256;0.039954185485839844
gost;Key pair generation;256;0.040799617767333984
gost;Signing message;256;0.08967828750610352
gost;Verifying signature;256;0.15065813064575195
blake2s;Proof of Work;256;1.2266080379486084
blake2s;Hash value computing;256;6.651878356933594e-05
blake2s;Mining one block;256;1.2323298454284668
blake2s;Proof of Work;256;1.9206373691558838
blake2s;Hash value computing;256;6.747245788574219e-05
blake2s;Mining one block;256;1.9265410900115967
blake2s;Proof of Work;256;3.3130664825439453
blake2s;Hash value computing;256;7.05718994140625e-05
blake2s;Mining one block;256;3.3187482357025146
blake2b;Hash value computing;256;0.001384735107421875
blake2b;Proof of Work;256;0.04402279853820801
blake2b;Hash value computing;256;0.00014328956604003906
blake2b;Mining one block;256;0.05426478385925293
blake2b;Proof of Work;256;0.03967547416687012
blake2b;Hash value computing;256;7.62939453125e-05
blake2b;Mining one block;256;0.0453646183013916
blake2b;Proof of Work;256;0.08499836921691895
blake2b;Hash value computing;256;6.842613220214844e-05
blake2b;Mining one block;256;0.0906362533569336
blake2b;Proof of Work;256;0.1668546199798584
blake2b;Hash value computing;256;9.393692016601562e-05
blake2b;Mining one block;256;0.17301702499389648
blake2b;Proof of Work;256;0.3476412296295166
blake2b;Hash value computing;256;7.224082946777344e-05
blake2b;Mining one block;256;0.35361242294311523
blake2b;Proof of Work;256;0.6888635158538818
blake2b;Hash value computing;256;7.796287536621094e-05
blake2b;Mining one block;256;0.694525957107544
ecdsa;Key pair generation;256;0.0728302001953125
blake2b;Proof of Work;256;1.1970126628875732
blake2b;Hash value computing;256;7.796287536621094e-05
blake2b;Mining one block;256;1.2028660774230957
ecdsa;Key pair generation;256;0.07420206069946289
ecdsa;Signing message;256;0.12473559379577637
ecdsa;Verifying signature;256;0.07243609428405762
blake2b;Proof of Work;256;1.9494800567626953
blake2b;Hash value computing;256;7.915496826171875e-05
blake2b;Mining one block;256;1.9614264965057373
blake2b;Proof of Work;256;3.5394604206085205
blake2b;Hash value computing;256;0.00010466575622558594
blake2b;Mining one block;256;3.546003580093384
blake2b;Hash value computing;256;0.001405954360961914
blake2b;Proof of Work;256;0.042383670806884766
blake2b;Hash value computing;256;0.00020456314086914062
blake2b;Mining one block;256;0.05285191535949707
blake2b;Proof of Work;256;0.04191303253173828
blake2b;Hash value computing;256;0.00010657310485839844
blake2b;Mining one block;256;0.04754281044006348
blake2b;Proof of Work;256;0.0855567455291748
blake2b;Hash value computing;256;0.0001010894775390625
blake2b;Mining one block;256;0.09160089492797852
blake2b;Proof of Work;256;0.17557358741760254
blake2b;Hash value computing;256;0.00010132789611816406
blake2b;Mining one block;256;0.18177294731140137
blake2b;Proof of Work;256;0.35466670989990234
blake2b;Hash value computing;256;0.00010275840759277344
blake2b;Mining one block;256;0.3609504699707031
blake2b;Proof of Work;256;0.721926212310791
blake2b;Hash value computing;256;0.0001270771026611328
blake2b;Mining one block;256;0.7282452583312988
gost;Key pair generation;256;0.04404091835021973
gost;Key pair generation;256;0.04163646697998047
gost;Signing message;256;0.08810663223266602
gost;Verifying signature;256;0.15487980842590332
blake2b;Proof of Work;256;1.2241311073303223
blake2b;Hash value computing;256;0.0001823902130126953
blake2b;Mining one block;256;1.230738878250122
blake2b;Proof of Work;256;1.9054579734802246
blake2b;Hash value computing;256;0.00010132789611816406
blake2b;Mining one block;256;1.9117937088012695
blake2b;Proof of Work;256;3.294191598892212
blake2b;Hash value computing;256;9.179115295410156e-05
blake2b;Mining one block;256;3.2998952865600586
blake2b;Proof of Work;256;6.106332063674927
blake2b;Hash value computing;256;9.012222290039062e-05
blake2b;Mining one block;256;6.112026929855347
